product_name,rating,comment_count,price,sold
"[HCM]Thẻ nhớ 64gb, Thẻ nhớ camera YOOSEE MicroSDHC 64G Class 10 chuyên dụng cho Camera",0.0,0.0,0.004536363140203478,0.5953815261044176
"[HCM]Thẻ nhớ 32gb, Thẻ nhớ camera YOOSEE MicroSDHC 32G Class 10 chuyên dụng cho Camera",0.0,0.0,0.0035304227411019754,0.002008032128514056
Thẻ nhớ TF 16GB 32GB 64GB 128GB 256GB 512GB 1TB điện thoại Android máy tính bảng Camera giám sát tốc độ cao 100m thẻ SD Máy ghi âm lái xe THẺ FLASH phổ Micro SD SDXC Thẻ,0.0,0.0,0.0026207957844676384,0.5622489959839356
Thẻ Nhớ Kioxia 32GB và Thẻ Nhớ Sandisk (64GB/128GB/256GB) Chính Hãng - EZVIZ Hoang Nguyen Authorized Store,1.0,0.05716899153898926,0.008506617268572174,0.001004016064257028
"Thẻ Nhớ 32 gb ( Thẻ nhớ dành chuyên cho camera, máy chụp ảnh, quay phim, loa,....)",0.0,0.0,0.0013366165515721028,0.09538152610441766
Xiaomi Mini SD Memory Card 16GB 32GB 64GB TF Card 512GB/128GB/1TB class10 SD Memory Card for Smartphone Computers,0.0,0.0,0.0027278107205422663,0.0
Thẻ Nhớ Micro SD 8GB,0.0,0.0,0.0016458362093597402,0.003012048192771084
"Thẻ nhớ 64GB 32GB YOOSEE Class 10, Thẻ nhớ Yoosee camera IP wifi, Điện thoại, loa đài - Bảo hành 5 năm 1 đổi 1",0.0,0.0,0.0036106839431579467,0.1506024096385542
"Samsung Micro SD 32GB C10 64GB memory TF memory card MicroSD 128GB 256GB 512GB for cameras, drones, mobile phones, and computers",0.0,0.0,0.0021927360401691265,0.9859437751004015
♥COD + Thẻ Nhớ Micro SD TOSHIBA Chính Hãng Chính Hãng 100% Thẻ TF 128GB UHS-I Thẻ Nhớ Flash MicroSDXC U3 128GB Micro SDHC128GB Class10 M303,0.9199999999999999,0.07744492720481745,0.0017111688278333005,0.003012048192771084
Xraydisk TF Thẻ 64G 128GB 256GB Thẻ nhớ tốc độ cao với bộ chuyển đổi A1 U3 Lớp 10 V30 cho điện thoại/máy ảnh/Dash,0.0,0.0,0.005087490060987811,0.004016064257028112
GIÁ XUẤT KHO Thẻ nhớ lưu trữ Micro SD Class 10 dung lượng 8GB - 16GB - 32GB - 64GB,0.0,0.0,0.0024067659123183822,0.002008032128514056
【Thanh Toán Khi Nhận Hàng】thẻ Nhớ Micro SD 16GB/32GB/64GB/128GB/256/512GB Bộ Chuyển Đổi Siêu SD Miễn Phí Đầu Đọc Thẻ Tf,0.0,0.0,0.0031558704648407777,0.0
