product_name,rating,comment_count,price,sold
"Laptop giá rẻ phục vụ online, giải trí",0.94,0.010290418477018,0.090961625514073,0.2650602409638554
Bàn Chải Điện Làm Trắng Răng Halio Sonic Whitening PRO Limited Edition/SmartClean Electronic Toothbrush,0.98,0.047412150316335,0.041827857914129,0.002008032128514
"Sạc nhanh 120W, Củ sạc + Cáp sạc nhanh USB to Type C cho Huawei Xiaomi Samsung Oppo",0.98,0.0201234850217242,0.0031558704648407,0.8534136546184738
"Robot hút bụi cao cấp Sweepin,Máy Hút Bụi Tự Động,Robot Hút Bụi Cao Cấp,Lực Hút Cực Khỏe, Cảm Biến Chống Rơi Thông Minh",0.98,0.0036588154584953,0.0131082595197811,0.0702811244979919
Củ sạc Sạc nhanh 33W OPPO / Củ cáp sạc nhanh OPPO Super VOOC 5A Đối với OPPO Reno 2F Realme Bộ sạc / Fast Charging Charger.,0.98,0.0032014635261833,0.0018716912319452,0.1355421686746987
Henry Màn hình cong không viền 24 inch Tốc độ làm mới 75/165HZ Bảng điều khiển IPS Bảo hành 1 năm,0.0,0.0,0.0481021436161845,0.0652610441767068
Lige Đồng hồ thông minh Cho Phụ Nữ màn hình cảm ứng trọn bộ cuộc gọi Bluetooth đồng hồ chống thấm nước theo dõi thể dục thể thao Thông Minh Đồng hồ nam + Hộp,0.8800000000000001,0.0073176309169906,0.0127872147115572,0.1295180722891566
Kingspec 2.5 inche SATA3 SSD120GB 240GB 480GB 960GB cho máy tính xách tay Máy tính để bàn Sata đĩa 128GB 256GB 512GB 1TB 2TB 4TB 2.5 SATA3 ổ cứng nội bộ SSD,0.98,0.169830017531824,0.0641022142460423,0.0090361445783132
Micro Cầm Tay Năng Động Không Dây Có Đầu Thu Sạc Cho Karaoke Tiệc Cưới Câu Lạc Bộ Nhà Thờ Biểu Diễn Sân Khấu,0.0,0.0,0.0063074603322385,0.002008032128514
Bộ kích sóng Wiffi TOTO-LINK EX100 MINI nhỏ gọn như một chiếc USB phát và thu sóng cực mạnh 200MB phạm vi 10M,1.0,0.0004573519323119,0.0098978114375423,0.0180722891566265
【Hàng Có Sẵn】ổ USB Flash DTSWIVL Tốc Độ Cao Ổ USB 16GB/32GB/64GB/128GB,0.92,0.0069365043067306,0.0043865422296989,0.2670682730923694
Tháo Rời Để Bàn Laptop Ổ SSD SSD 60G 64G 120G 124G 128G 240G 256G Mới Không Bao Giờ Sử Dụng Giao Diện SATA Miễn Phí Vận Chuyển,1.0,7.622532205198568e-05,0.0102161808723643,0.0
"CHÍNH HÃNG - Loa Bluetooth G, Loa bluetooth chữ G tích hợp đèn ngủ cùng sạc cực kì tiện lợi và thông minh,loa không dây nghe nhạc hay âm thanh chuẩn",0.8,0.0021343090174555,0.0066873633553034,0.0893574297188754
"Comica vm30 mic-rô không dây ngưng tụ siêu hình tim 2.4G cho máy ảnh, điện thoại thông minh, máy tính, Chuyên Nghiệp 3.5mm & micrô USB cho quay video, phát trực tiếp, báo cáo, podcasting, micro cầm tay với màn hình LCD, Khung chống sốc, kính chắn gió",0.0,0.0,0.1599306115154492,0.1576305220883533
"[TẶNG THẺ NHỚ 16GB] Máy chơi game cầm tay X12 PLUS có sẵn 20000 game, màn hình 7.1 inch, hỗ trợ nghe nhạc, xem phim, đọc sách, tải thêm game - Máy chơi game X7 bản nâng cấp Tặng kèm thẻ nhớ 8GB, hỗ trợ nghe nhạc, xem phim, đọc sách.",0.0,0.0,0.0257360219765872,0.1506024096385542
Máy Chơi Game Cầm Tay 4 Nút SUP 400 in 1 - hơn 400 trò trơi cổ điển,0.0,0.0,0.0066873633553034,0.1867469879518072
Máy đọc sách Kindle Paper white4 (10th) 8GB,0.0,0.0,0.0906940881738864,0.0190763052208835
