product_name,store_name,rating,comment_count,price,sold,average_price_per_sold
"[HCM]Thẻ nhớ 64gb, Thẻ nhớ camera YOOSEE MicroSDHC 64G Class 10 chuyên dụng cho Camera",Unknown,0.0,0,84800.0,594,142.76094276094275
"[HCM]Thẻ nhớ 32gb, Thẻ nhớ camera YOOSEE MicroSDHC 32G Class 10 chuyên dụng cho Camera",Unknown,0.0,0,66000.0,38,1736.842105263158
Thẻ nhớ TF 16GB 32GB 64GB 128GB 256GB 512GB 1TB điện thoại Android máy tính bảng Camera giám sát tốc độ cao 100m thẻ SD Máy ghi âm lái xe THẺ FLASH phổ Micro SD SDXC Thẻ,Unknown,0.0,0,49000.0,561,87.34402852049911
Thẻ Nhớ Kioxia 32GB và Thẻ Nhớ Sandisk (64GB/128GB/256GB) Chính Hãng - EZVIZ Hoang Nguyen Authorized Store,EZVIZ VN Authorized Store,5.0,750,159000.0,28,5678.571428571428
"Thẻ Nhớ 32 gb ( Thẻ nhớ dành chuyên cho camera, máy chụp ảnh, quay phim, loa,....)",Unknown,0.0,0,25000.0,96,260.4166666666667
Xiaomi Mini SD Memory Card 16GB 32GB 64GB TF Card 512GB/128GB/1TB class10 SD Memory Card for Smartphone Computers,Unknown,0.0,0,51000.0,15,3400.0
Thẻ Nhớ Micro SD 8GB,Unknown,0.0,0,30779.0,41,750.7073170731708
"Thẻ nhớ 64GB 32GB YOOSEE Class 10, Thẻ nhớ Yoosee camera IP wifi, Điện thoại, loa đài - Bảo hành 5 năm 1 đổi 1",Unknown,0.0,0,67500.0,151,447.0198675496689
"Samsung Micro SD 32GB C10 64GB memory TF memory card MicroSD 128GB 256GB 512GB for cameras, drones, mobile phones, and computers",Unknown,0.0,0,41000.0,983,41.709053916581894
♥COD + Thẻ Nhớ Micro SD TOSHIBA Chính Hãng Chính Hãng 100% Thẻ TF 128GB UHS-I Thẻ Nhớ Flash MicroSDXC U3 128GB Micro SDHC128GB Class10 M303,sbiqdn store,4.6,1016,32000.0,47,680.8510638297872
Xraydisk TF Thẻ 64G 128GB 256GB Thẻ nhớ tốc độ cao với bộ chuyển đổi A1 U3 Lớp 10 V30 cho điện thoại/máy ảnh/Dash,Unknown,0.0,0,95100.0,56,1698.2142857142858
GIÁ XUẤT KHO Thẻ nhớ lưu trữ Micro SD Class 10 dung lượng 8GB - 16GB - 32GB - 64GB,Unknown,0.0,0,45000.0,34,1323.5294117647059
【Thanh Toán Khi Nhận Hàng】thẻ Nhớ Micro SD 16GB/32GB/64GB/128GB/256/512GB Bộ Chuyển Đổi Siêu SD Miễn Phí Đầu Đọc Thẻ Tf,Unknown,0.0,0,59000.0,10,5900.0
"Thẻ nhớ MICRO SD 32Gb 16Gb 8Gb 4Gb 2Gb, Thẻ nhớ cho Camera, Loa Bluetooth Tốc độ cao Micro SD-HC Class10, Bảo hành 12 tháng 1 đổi 1",Unknown,0.0,0,47900.0,295,162.3728813559322
Thẻ nhớ Robot thẻ nhớ Micro SDHD TF dung lượng 32Gb 64Gb tốc độ xử lý cao chuyên dụng loa máy chơi game nintendo switch camera wifi hành trình điện thoại samsung xiaomi asus vivo oppo huawei realme google l hàng chính hãng,Unknown,0.0,0,69000.0,69,1000.0
Thẻ nhớ microsd 4gb đã Format,Unknown,0.0,0,23000.0,19,1210.5263157894738
💞【Readystock】 + Giao hàng miễn phí + cá tuyết💞 Đầu thẻ Micro SD Class 10 thẻ TF 8GB 16GB 32GB 64GB 128GB 256GB 512GB 1024GB Lên đến 98 MB/giây Thẻ Nhớ Cho Điện Thoại Máy Tính Bảng THẺ FLASH,AUGUST-MALL ZERO,4.5,95,69000.0,281,245.55160142348754
Thẻ nhớ microsd 1gb đã format,Unknown,0.0,0,19000.0,19,1000.0
[HCM]Thẻ Nhớ Yoosee Pro Plus 64GB A1 U3 4K R95MB.s W45MB.s [Đỏ] - Chuyên Camera và Điện Thoại,Unknown,0.0,0,89000.0,73,1219.1780821917807
Thẻ Nhớ Yoosee Pro Plus 64GB A1 U3 4K R95MB.s W45MB.s [Đỏ] - Chuyên Camera và Điện Thoại,Unknown,0.0,0,89000.0,741,120.10796221322538
Thẻ Nhớ TF Máy Tính Bảng Điện Thoại Android 16GB 32GB 64GB 128GB 256GB 512GB Camera Giám Sát Thẻ Nhớ Tốc Độ Cao Đọc 100M Thẻ Chuyển Mạch SDCS2 Thẻ SD Máy Ghi Âm Lái Xe THẺ Flash Thẻ Micro SD Thông Dụng a1 UHS-I Speed Class 10 (U1) Hoàn Toàn Mới,Unknown,0.0,0,70000.0,38,1842.1052631578948
Sony Thẻ nhớ Micro SD 32GB/64GB/128GB/256GB/512GB/1024GB tốc độ cao lớp 10 UHS-1 Thẻ TF,Electronic Collection Shop,4.7,36,75000.0,48,1562.5
